,frames_duration
3921,20.0
3922,20.0
3923,71.0
3924,75.0
3925,13.0
3926,19.0
3927,66.0
3928,25.0
3929,32.0
3930,139.0
3931,19.0
3932,101.0
3933,75.0
3934,50.0
3935,28.0
3936,41.0
3937,140.0
3938,43.0
3939,34.0
3940,24.0
3941,55.0
3942,87.0
3943,57.0
3944,33.0
3945,40.0
3946,71.0
3947,85.0
3948,55.0
3949,25.0
3950,200.0
3951,21.0
3952,36.0
3953,23.0
3954,57.0
3955,258.0
3956,179.0
3957,153.0
3958,-9.223372036854776e+18
3959,10.0
3960,36.0
3961,66.0
3962,102.0
3963,78.0
3964,41.0
3965,31.0
3966,54.0
3967,46.0
3968,39.0
3969,24.0
3970,47.0
3971,20.0
3972,77.0
3973,53.0
3974,14.0
3975,17.0
3976,15.0
3977,53.0
3978,100.0
3979,9.0
3980,36.0
3981,133.0
3982,10.0
3983,25.0
3984,21.0
3985,151.0
3986,62.0
3987,89.0
3988,42.0
3989,17.0
3990,28.0
3991,17.0
3992,22.0
3993,94.0
3994,37.0
3995,29.0
3996,46.0
3997,53.0
3998,24.0
3999,141.0
4000,63.0
4001,227.0
4002,7.0
4003,20.0
4004,57.0
4005,223.0
4006,99.0
4007,30.0
4008,30.0
4009,151.0
4010,30.0
4011,103.0
4012,25.0
4013,101.0
4014,20.0
4015,24.0
4016,15.0
4017,22.0
4018,148.0
4019,21.0
4020,12.0
4021,25.0
4022,127.0
4023,15.0
4024,194.0
4025,40.0
4026,61.0
4027,74.0
4028,18.0
4029,35.0
4030,59.0
4031,14.0
4032,30.0
4033,18.0
4034,11.0
4035,138.0
4036,28.0
4037,14.0
4038,40.0
4039,27.0
4040,51.0
4041,177.0
4042,71.0
4043,280.0
4044,56.0
4045,36.0
4046,16.0
4047,15.0
4048,7.0
4049,35.0
4050,32.0
4051,20.0
4052,36.0
4053,9.0
4054,11.0
4055,113.0
4056,15.0
4057,9.0
4058,-9.223372036854776e+18
4059,380.0
4060,35.0
4061,81.0
4062,150.0
4063,10.0
4064,28.0
4065,43.0
4066,36.0
4067,24.0
4068,14.0
4069,37.0
4070,20.0
4071,34.0
4072,30.0
4073,87.0
4074,100.0
4075,64.0
4076,14.0
4077,150.0
4078,20.0
4079,-9.223372036854776e+18
4080,92.0
4081,15.0
4082,60.0
4083,60.0
4084,39.0
4085,90.0
4086,278.0
4087,39.0
4088,27.0
4089,72.0
4090,82.0
4091,106.0
4092,65.0
4093,5.0
4094,120.0
4095,40.0
4096,98.0
4097,34.0
4098,61.0
4099,167.0
4100,25.0
4101,75.0
4102,21.0
4103,100.0
4104,28.0
4105,95.0
4106,30.0
4107,38.0
4108,38.0
4109,69.0
4110,18.0
4111,98.0
4112,35.0
4113,12.0
4114,42.0
4115,24.0
4116,24.0
4117,15.0
4118,38.0
4119,24.0
4120,36.0
4121,243.0
4122,78.0
4123,57.0
4124,195.0
4125,3.0
4126,127.0
4127,175.0
4128,63.0
4129,56.0
4130,55.0
4131,406.0
4132,22.0
4133,112.0
4134,56.0
4135,94.0
4136,117.0
4137,115.0
4138,17.0
4139,36.0
4140,115.0
4141,60.0
4142,21.0
4143,62.0
4144,-9.223372036854776e+18
4145,98.0
4146,22.0
4147,63.0
4148,63.0
4149,125.0
4150,68.0
4151,56.0
4152,120.0
4153,33.0
4154,45.0
4155,57.0
4156,18.0
4157,120.0
4158,166.0
4159,20.0
4160,136.0
4161,60.0
4162,43.0
4163,158.0
4164,87.0
4165,43.0
4166,93.0
4167,117.0
4168,450.0
4169,139.0
4170,12.0
4171,46.0
4172,89.0
4173,16.0
4174,53.0
4175,25.0
4176,77.0
4177,10.0
4178,20.0
4179,25.0
4180,20.0
4181,10.0
4182,33.0
4183,37.0
4184,43.0
4185,167.0
4186,100.0
4187,36.0
4188,80.0
4189,30.0
4190,24.0
4191,57.0
4192,54.0
4193,94.0
4194,76.0
4195,11.0
4196,63.0
4197,30.0
4198,53.0
4199,-9.223372036854776e+18
4200,97.0
4201,142.0
4202,294.0
4203,75.0
4204,713.0
4205,140.0
4206,27.0
4207,19.0
4208,43.0
4209,150.0
4210,21.0
4211,27.0
4212,24.0
4213,94.0
4214,53.0
4215,35.0
4216,48.0
4217,24.0
4218,-9.223372036854776e+18
4219,136.0
4220,14.0
4221,47.0
4222,20.0
4223,65.0
4224,75.0
4225,137.0
4226,23.0
4227,195.0
4228,30.0
4229,22.0
4230,13.0
4231,42.0
4232,24.0
4233,54.0
4234,29.0
4235,140.0
4236,18.0
4237,104.0
4238,68.0
4239,22.0
4240,98.0
4241,61.0
4242,19.0
4243,18.0
4244,14.0
4245,31.0
4246,154.0
4247,31.0
4248,14.0
4249,11.0
4250,44.0
4251,25.0
4252,11.0
4253,75.0
4254,20.0
4255,24.0
4256,15.0
4257,24.0
4258,31.0
4259,32.0
4260,39.0
4261,40.0
4262,119.0
4263,79.0
4264,45.0
4265,32.0
4266,27.0
4267,14.0
4268,41.0
4269,107.0
4270,30.0
4271,7.0
4272,77.0
4273,27.0
4274,77.0
4275,-9.223372036854776e+18
4276,26.0
4277,10.0
4278,22.0
4279,73.0
4280,28.0
4281,121.0
4282,8.0
4283,12.0
4284,59.0
4285,190.0
4286,77.0
4287,45.0
4288,135.0
4289,-9.223372036854776e+18
4290,-9.223372036854776e+18
4291,-9.223372036854776e+18
4292,-9.223372036854776e+18
4293,-9.223372036854776e+18
4294,-9.223372036854776e+18
4295,-9.223372036854776e+18
4296,27.0
4297,43.0
4298,68.0
4299,17.0
4300,30.0
4301,17.0
4302,56.0
4303,37.0
4304,18.0
4305,30.0
4306,62.0
4307,34.0
4308,-9.223372036854776e+18
4309,31.0
4310,98.0
4311,43.0
4312,11.0
4313,85.0
4314,59.0
4315,72.0
4316,30.0
4317,75.0
4318,65.0
4319,52.0
4320,62.0
4321,62.0
4322,85.0
4323,57.0
4324,10.0
4325,58.0
4326,40.0
4327,44.0
4328,62.0
4329,70.0
4330,87.0
4331,13.0
4332,88.0
4333,-9.223372036854776e+18
4334,151.0
4335,86.0
4336,15.0
4337,49.0
4338,105.0
4339,22.0
4340,165.0
4341,68.0
4342,39.0
4343,53.0
4344,37.0
4345,19.0
4346,32.0
4347,127.0
4348,31.0
4349,66.0
4350,183.0
4351,21.0
4352,18.0
4353,61.0
4354,32.0
4355,43.0
4356,-9.223372036854776e+18
4357,15.0
4358,13.0
4359,29.0
4360,72.0
4361,23.0
4362,15.0
4363,42.0
4364,130.0
4365,84.0
4366,66.0
4367,45.0
4368,45.0
4369,9.0
4370,20.0
4371,23.0
4372,123.0
4373,179.0
4374,124.0
4375,42.0
4376,83.0
4377,46.0
4378,165.0
4379,82.0
4380,62.0
4381,19.0
4382,61.0
4383,-9.223372036854776e+18
4384,31.0
4385,32.0
4386,25.0
4387,19.0
4388,42.0
4389,40.0
4390,56.0
4391,150.0
4392,116.0
4393,140.0
4394,13.0
4395,106.0
4396,75.0
4397,38.0
4398,31.0
4399,94.0
4400,56.0
4401,77.0
4402,91.0
4403,13.0
4404,45.0
4405,45.0
4406,38.0
4407,65.0
4408,169.0
4409,12.0
4410,43.0
4411,54.0
4412,106.0
4413,35.0
4414,20.0
4415,23.0
4416,40.0
4417,5.0
4418,33.0
4419,56.0
4420,-9.223372036854776e+18
4421,13.0
4422,28.0
4423,45.0
4424,29.0
4425,37.0
4426,60.0
4427,41.0
4428,15.0
4429,51.0
4430,150.0
4431,26.0
4432,71.0
4433,89.0
4434,45.0
4435,30.0
4436,60.0
4437,40.0
4438,40.0
4439,22.0
4440,30.0
4441,17.0
4442,37.0
4443,22.0
4444,14.0
4445,89.0
4446,129.0
4447,31.0
4448,53.0
4449,30.0
4450,19.0
4451,49.0
4452,41.0
4453,71.0
4454,25.0
4455,-9.223372036854776e+18
4456,77.0
4457,31.0
4458,11.0
4459,28.0
4460,274.0
4461,105.0
4462,75.0
4463,33.0
4464,26.0
4465,23.0
4466,11.0
4467,14.0
4468,26.0
4469,43.0
4470,55.0
4471,101.0
4472,20.0
4473,105.0
4474,55.0
4475,20.0
4476,117.0
4477,36.0
4478,37.0
4479,22.0
4480,37.0
4481,168.0
4482,110.0
4483,22.0
4484,175.0
4485,23.0
4486,105.0
4487,78.0
4488,90.0
4489,61.0
4490,32.0
4491,46.0
4492,144.0
4493,60.0
4494,89.0
4495,167.0
4496,35.0
4497,12.0
4498,41.0
4499,73.0
4500,37.0
4501,20.0
4502,20.0
4503,41.0
4504,51.0
4505,31.0
4506,98.0
4507,45.0
4508,30.0
4509,217.0
4510,15.0
4511,54.0
4512,115.0
4513,39.0
4514,24.0
4515,148.0
4516,17.0
4517,44.0
4518,35.0
4519,40.0
4520,112.0
4521,41.0
4522,90.0
4523,145.0
4524,219.0
4525,156.0
4526,75.0
4527,35.0
4528,20.0
4529,34.0
4530,25.0
4531,121.0
4532,6.0
4533,19.0
4534,29.0
4535,89.0
4536,16.0
4537,117.0
4538,84.0
4539,60.0
4540,16.0
4541,203.0
4542,-9.223372036854776e+18
4543,15.0
4544,90.0
4545,26.0
4546,103.0
4547,61.0
4548,84.0
4549,30.0
4550,21.0
4551,52.0
4552,65.0
4553,41.0
4554,15.0
4555,80.0
4556,41.0
4557,50.0
4558,128.0
4559,219.0
4560,150.0
4561,40.0
4562,164.0
4563,11.0
4564,34.0
4565,-9.223372036854776e+18
4566,87.0
4567,30.0
4568,30.0
4569,157.0
4570,75.0
4571,25.0
4572,274.0
4573,-9.223372036854776e+18
4574,89.0
4575,63.0
4576,49.0
4577,27.0
4578,115.0
4579,-9.223372036854776e+18
4580,74.0
4581,130.0
4582,17.0
4583,58.0
4584,4.0
4585,200.0
4586,60.0
4587,23.0
4588,50.0
4589,303.0
4590,24.0
4591,35.0
4592,59.0
4593,29.0
4594,75.0
4595,24.0
4596,138.0
4597,67.0
4598,89.0
4599,-9.223372036854776e+18
4600,22.0
4601,19.0
4602,44.0
4603,64.0
4604,24.0
4605,7.0
4606,12.0
4607,137.0
4608,36.0
4609,51.0
4610,46.0
4611,14.0
4612,59.0
4613,58.0
4614,45.0
4615,62.0
4616,59.0
4617,25.0
4618,30.0
4619,54.0
4620,30.0
4621,7.0
4622,75.0
4623,75.0
4624,20.0
4625,65.0
4626,118.0
4627,81.0
4628,30.0
4629,30.0
4630,166.0
4631,17.0
4632,58.0
4633,99.0
4634,85.0
4635,26.0
4636,43.0
4637,53.0
4638,47.0
4639,41.0
4640,117.0
4641,41.0
4642,154.0
4643,27.0
4644,14.0
4645,67.0
4646,107.0
4647,21.0
4648,75.0
4649,87.0
4650,28.0
4651,92.0
4652,34.0
4653,32.0
4654,99.0
4655,30.0
4656,53.0
4657,6.0
4658,70.0
4659,175.0
4660,158.0
4661,-9.223372036854776e+18
4662,53.0
4663,59.0
4664,14.0
4665,59.0
4666,90.0
4667,30.0
4668,38.0
4669,49.0
4670,10.0
4671,23.0
4672,18.0
4673,35.0
4674,22.0
4675,66.0
4676,66.0
4677,10.0
4678,24.0
4679,77.0
4680,250.0
4681,16.0
4682,13.0
4683,29.0
4684,69.0
4685,114.0
4686,14.0
4687,21.0
4688,49.0
4689,149.0
4690,50.0
4691,16.0
4692,10.0
4693,10.0
4694,24.0
4695,72.0
4696,184.0
4697,72.0
4698,50.0
4699,122.0
4700,115.0
4701,67.0
4702,-9.223372036854776e+18
4703,66.0
4704,98.0
4705,34.0
4706,151.0
4707,31.0
4708,30.0
4709,35.0
4710,24.0
4711,23.0
4712,258.0
4713,41.0
4714,72.0
4715,112.0
4716,14.0
4717,37.0
4718,40.0
4719,137.0
4720,59.0
4721,72.0
4722,27.0
4723,29.0
4724,267.0
4725,51.0
4726,58.0
4727,134.0
4728,30.0
4729,26.0
4730,43.0
4731,52.0
4732,27.0
4733,28.0
4734,132.0
4735,13.0
4736,32.0
4737,75.0
4738,26.0
4739,14.0
4740,165.0
4741,105.0
4742,61.0
4743,12.0
4744,158.0
4745,32.0
4746,70.0
4747,31.0
4748,43.0
4749,-9.223372036854776e+18
4750,35.0
4751,21.0
4752,104.0
4753,25.0
4754,35.0
4755,68.0
4756,22.0
4757,316.0
4758,33.0
4759,44.0
4760,110.0
4761,9.0
4762,61.0
4763,25.0
4764,33.0
4765,32.0
4766,30.0
4767,95.0
4768,-9.223372036854776e+18
4769,35.0
4770,75.0
4771,51.0
4772,61.0
4773,148.0
4774,2.0
4775,99.0
4776,51.0
4777,50.0
4778,65.0
4779,17.0
4780,45.0
4781,7.0
4782,20.0
4783,53.0
4784,41.0
4785,17.0
4786,48.0
4787,51.0
4788,26.0
4789,95.0
4790,24.0
4791,69.0
4792,50.0
4793,22.0
4794,46.0
4795,41.0
4796,41.0
4797,189.0
4798,11.0
4799,32.0
4800,31.0
4801,-9.223372036854776e+18
4802,71.0
4803,138.0
4804,13.0
4805,32.0
4806,61.0
4807,59.0
4808,6.0
4809,135.0
4810,21.0
4811,63.0
4812,78.0
4813,39.0
4814,20.0
4815,46.0
4816,27.0
4817,58.0
4818,39.0
4819,45.0
4820,30.0
4821,21.0
4822,45.0
4823,27.0
4824,6.0
4825,19.0
4826,51.0
4827,20.0
4828,75.0
4829,48.0
4830,110.0
4831,17.0
4832,-9.223372036854776e+18
4833,100.0
4834,35.0
4835,17.0
4836,144.0
4837,83.0
4838,64.0
4839,21.0
4840,34.0
4841,17.0
4842,89.0
4843,61.0
4844,54.0
4845,23.0
4846,-9.223372036854776e+18
4847,41.0
4848,18.0
4849,115.0
4850,16.0
4851,66.0
4852,18.0
4853,82.0
4854,43.0
4855,17.0
4856,55.0
4857,57.0
4858,-9.223372036854776e+18
4859,107.0
4860,55.0
4861,18.0
4862,163.0
4863,13.0
4864,14.0
4865,40.0
4866,55.0
4867,39.0
4868,23.0
4869,36.0
4870,31.0
4871,50.0
4872,52.0
4873,30.0
4874,7.0
4875,51.0
4876,8.0
4877,135.0
4878,19.0
4879,19.0
4880,85.0
4881,29.0
4882,182.0
4883,11.0
4884,22.0
4885,19.0
4886,8.0
4887,22.0
4888,52.0
4889,118.0
4890,23.0
4891,215.0
4892,-9.223372036854776e+18
4893,16.0
4894,49.0
4895,13.0
4896,19.0
4897,49.0
4898,73.0
4899,24.0
4900,36.0
4901,9.0
4902,114.0
4903,74.0
4904,14.0
4905,60.0
4906,47.0
4907,37.0
4908,40.0
4909,44.0
4910,150.0
4911,79.0
4912,154.0
4913,15.0
4914,214.0
4915,96.0
4916,31.0
4917,106.0
4918,22.0
4919,49.0
4920,263.0
4921,17.0
4922,83.0
4923,117.0
4924,19.0
4925,28.0
4926,27.0
4927,22.0
4928,90.0
4929,70.0
4930,92.0
4931,268.0
4932,92.0
4933,11.0
4934,113.0
4935,34.0
4936,67.0
4937,76.0
4938,13.0
4939,44.0
4940,10.0
4941,53.0
4942,166.0
4943,137.0
4944,-9.223372036854776e+18
4945,66.0
4946,47.0
4947,81.0
4948,72.0
4949,223.0
4950,44.0
4951,30.0
4952,65.0
4953,147.0
4954,75.0
4955,15.0
4956,177.0
4957,42.0
4958,76.0
4959,13.0
4960,78.0
4961,23.0
4962,27.0
4963,148.0
4964,15.0
4965,128.0
4966,123.0
4967,17.0
4968,-9.223372036854776e+18
4969,41.0
4970,141.0
4971,69.0
4972,9.0
4973,53.0
4974,60.0
4975,54.0
4976,101.0
4977,19.0
4978,19.0
4979,23.0
4980,18.0
4981,28.0
4982,19.0
4983,-9.223372036854776e+18
4984,83.0
4985,78.0
4986,81.0
4987,500.0
4988,69.0
4989,115.0
4990,48.0
4991,26.0
4992,115.0
4993,41.0
4994,74.0
4995,11.0
4996,93.0
4997,73.0
4998,47.0
4999,51.0
5000,50.0
5001,8.0
5002,12.0
5003,48.0
5004,14.0
5005,25.0
5006,109.0
5007,24.0
5008,85.0
5009,37.0
5010,93.0
5011,12.0
5012,178.0
5013,172.0
5014,36.0
5015,23.0
5016,71.0
5017,10.0
5018,49.0
5019,164.0
5020,48.0
5021,-9.223372036854776e+18
5022,57.0
5023,76.0
5024,68.0
5025,113.0
5026,135.0
5027,7.0
5028,45.0
5029,33.0
5030,111.0
5031,9.0
5032,52.0
5033,52.0
5034,133.0
5035,250.0
5036,58.0
5037,67.0
5038,71.0
5039,19.0
5040,24.0
5041,122.0
5042,33.0
5043,120.0
5044,-9.223372036854776e+18
5045,-9.223372036854776e+18
5046,18.0
5047,82.0
5048,39.0
5049,36.0
5050,91.0
5051,39.0
5052,34.0
5053,-9.223372036854776e+18
5054,76.0
5055,24.0
5056,177.0
5057,70.0
5058,50.0
5059,89.0
5060,20.0
5061,40.0
5062,163.0
5063,7.0
5064,22.0
5065,68.0
5066,129.0
5067,24.0
5068,18.0
5069,18.0
5070,36.0
5071,72.0
5072,81.0
5073,-9.223372036854776e+18
5074,48.0
5075,27.0
5076,22.0
5077,149.0
5078,39.0
5079,39.0
5080,39.0
5081,33.0
5082,12.0
5083,20.0
5084,7.0
5085,33.0
5086,36.0
5087,154.0
5088,34.0
5089,27.0
5090,92.0
5091,137.0
5092,16.0
5093,27.0
5094,44.0
5095,27.0
5096,55.0
5097,18.0
5098,13.0
5099,33.0
5100,42.0
5101,32.0
5102,33.0
5103,120.0
5104,55.0
5105,84.0
5106,56.0
5107,94.0
5108,34.0
5109,27.0
5110,91.0
5111,40.0
5112,46.0
5113,206.0
5114,44.0
5115,30.0
5116,17.0
5117,181.0
5118,33.0
5119,75.0
5120,115.0
5121,89.0
5122,40.0
5123,30.0
5124,45.0
5125,32.0
5126,115.0
5127,15.0
5128,27.0
5129,22.0
5130,93.0
5131,22.0
5132,28.0
5133,83.0
5134,45.0
5135,19.0
5136,15.0
5137,103.0
5138,47.0
5139,31.0
5140,27.0
5141,14.0
5142,50.0
5143,24.0
5144,121.0
5145,51.0
5146,37.0
5147,63.0
5148,29.0
5149,35.0
5150,30.0
5151,21.0
5152,50.0
5153,44.0
5154,17.0
5155,67.0
5156,65.0
5157,8.0
5158,20.0
5159,48.0
5160,46.0
5161,113.0
5162,90.0
5163,58.0
5164,107.0
5165,78.0
5166,39.0
5167,72.0
5168,52.0
5169,124.0
5170,41.0
5171,190.0
5172,56.0
5173,56.0
5174,25.0
5175,215.0
5176,36.0
5177,89.0
5178,29.0
5179,22.0
5180,25.0
5181,6.0
5182,47.0
5183,77.0
5184,126.0
5185,57.0
5186,222.0
5187,38.0
5188,11.0
5189,38.0
5190,124.0
5191,14.0
5192,158.0
5193,60.0
5194,209.0
5195,18.0
5196,141.0
5197,20.0
5198,130.0
5199,-9.223372036854776e+18
5200,148.0
5201,30.0
5202,10.0
5203,140.0
5204,28.0
5205,118.0
5206,14.0
5207,15.0
5208,16.0
5209,34.0
5210,75.0
5211,12.0
5212,15.0
5213,32.0
5214,22.0
5215,107.0
5216,69.0
5217,115.0
5218,45.0
5219,7.0
5220,27.0
5221,23.0
5222,52.0
5223,18.0
5224,11.0
5225,38.0
5226,37.0
5227,41.0
5228,36.0
5229,10.0
5230,41.0
5231,18.0
5232,50.0
5233,132.0
5234,26.0
5235,70.0
5236,90.0
5237,40.0
5238,21.0
5239,20.0
5240,26.0
5241,36.0
5242,256.0
5243,52.0
5244,40.0
5245,16.0
5246,227.0
5247,26.0
5248,64.0
5249,27.0
5250,12.0
5251,22.0
5252,-9.223372036854776e+18
5253,114.0
5254,30.0
5255,58.0
5256,44.0
5257,70.0
5258,101.0
5259,30.0
5260,22.0
5261,34.0
5262,54.0
5263,77.0
5264,163.0
5265,-9.223372036854776e+18
5266,18.0
5267,126.0
5268,17.0
5269,25.0
5270,17.0
5271,72.0
5272,39.0
5273,12.0
5274,49.0
5275,14.0
5276,25.0
5277,29.0
5278,154.0
5279,30.0
5280,77.0
5281,15.0
5282,98.0
5283,20.0
5284,116.0
5285,219.0
5286,41.0
5287,38.0
5288,63.0
5289,45.0
5290,50.0
5291,25.0
5292,52.0
5293,30.0
5294,11.0
5295,98.0
5296,53.0
5297,25.0
5298,42.0
5299,16.0
5300,157.0
5301,24.0
5302,18.0
5303,45.0
5304,27.0
5305,20.0
5306,51.0
5307,76.0
5308,14.0
5309,83.0
5310,56.0
5311,-9.223372036854776e+18
5312,24.0
5313,64.0
5314,92.0
5315,71.0
5316,22.0
5317,42.0
5318,72.0
5319,50.0
5320,44.0
5321,50.0
5322,22.0
5323,262.0
5324,120.0
5325,152.0
5326,29.0
5327,14.0
5328,26.0
5329,60.0
5330,66.0
5331,108.0
5332,36.0
5333,42.0
5334,13.0
5335,16.0
5336,20.0
5337,118.0
5338,42.0
5339,19.0
5340,75.0
5341,59.0
5342,40.0
5343,65.0
5344,-9.223372036854776e+18
5345,84.0
5346,53.0
5347,46.0
5348,136.0
5349,43.0
5350,50.0
5351,90.0
5352,18.0
5353,17.0
5354,36.0
5355,172.0
5356,60.0
5357,13.0
5358,14.0
5359,53.0
5360,56.0
5361,158.0
5362,204.0
5363,35.0
5364,11.0
5365,77.0
5366,59.0
5367,-9.223372036854776e+18
5368,19.0
5369,51.0
5370,10.0
5371,24.0
5372,15.0
5373,11.0
5374,54.0
5375,17.0
5376,90.0
5377,178.0
5378,125.0
5379,190.0
5380,103.0
5381,162.0
5382,47.0
5383,97.0
5384,33.0
5385,81.0
5386,34.0
5387,38.0
5388,8.0
5389,43.0
5390,38.0
5391,79.0
5392,25.0
5393,40.0
5394,67.0
5395,19.0
5396,27.0
5397,6.0
5398,19.0
5399,67.0
5400,32.0
5401,24.0
5402,195.0
5403,14.0
5404,63.0
5405,39.0
5406,30.0
5407,28.0
5408,408.0
5409,24.0
5410,83.0
5411,-9.223372036854776e+18
5412,132.0
5413,58.0
5414,39.0
5415,191.0
5416,21.0
5417,29.0
5418,157.0
5419,35.0
5420,20.0
5421,59.0
5422,45.0
5423,36.0
5424,146.0
5425,97.0
5426,21.0
5427,58.0
5428,-9.223372036854776e+18
5429,41.0
5430,-9.223372036854776e+18
5431,51.0
5432,57.0
5433,37.0
5434,38.0
5435,-9.223372036854776e+18
5436,-9.223372036854776e+18
5437,106.0
5438,28.0
5439,39.0
5440,159.0
5441,141.0
5442,134.0
5443,14.0
5444,19.0
5445,24.0
5446,185.0
5447,19.0
5448,48.0
5449,142.0
5450,65.0
5451,30.0
5452,111.0
5453,58.0
5454,53.0
5455,111.0
5456,98.0
5457,135.0
5458,50.0
5459,13.0
5460,56.0
5461,146.0
5462,118.0
5463,40.0
5464,86.0
5465,66.0
5466,21.0
5467,19.0
5468,89.0
5469,15.0
5470,8.0
5471,46.0
5472,50.0
5473,6.0
5474,15.0
5475,18.0
5476,33.0
5477,32.0
5478,19.0
5479,90.0
5480,150.0
5481,69.0
5482,39.0
5483,33.0
5484,33.0
5485,50.0
5486,115.0
5487,12.0
5488,55.0
5489,49.0
5490,67.0
5491,44.0
5492,46.0
5493,15.0
5494,34.0
5495,50.0
5496,-9.223372036854776e+18
5497,15.0
5498,20.0
5499,13.0
5500,11.0
5501,70.0
5502,12.0
5503,57.0
5504,57.0
5505,32.0
5506,15.0
5507,51.0
5508,214.0
5509,64.0
5510,29.0
5511,66.0
5512,50.0
5513,23.0
5514,41.0
5515,16.0
5516,20.0
5517,105.0
5518,13.0
5519,40.0
5520,51.0
5521,121.0
5522,59.0
5523,31.0
5524,64.0
5525,19.0
5526,44.0
5527,264.0
5528,42.0
5529,60.0
5530,104.0
5531,99.0
5532,24.0
5533,322.0
5534,109.0
5535,52.0
5536,54.0
5537,28.0
5538,32.0
5539,34.0
5540,26.0
5541,248.0
5542,18.0
5543,70.0
5544,23.0
5545,99.0
5546,61.0
5547,17.0
5548,57.0
5549,60.0
5550,52.0
5551,17.0
5552,72.0
5553,33.0
5554,19.0
5555,17.0
5556,25.0
5557,18.0
5558,138.0
5559,40.0
5560,28.0
5561,104.0
5562,59.0
5563,39.0
5564,66.0
5565,102.0
5566,14.0
5567,76.0
5568,15.0
5569,41.0
5570,92.0
5571,39.0
5572,19.0
5573,40.0
5574,108.0
5575,30.0
5576,10.0
5577,6.0
5578,21.0
5579,201.0
5580,36.0
5581,56.0
5582,115.0
5583,63.0
5584,190.0
5585,142.0
5586,163.0
5587,39.0
5588,46.0
5589,59.0
5590,90.0
5591,45.0
5592,10.0
5593,120.0
5594,19.0
5595,27.0
5596,65.0
5597,101.0
5598,146.0
5599,43.0
5600,44.0
5601,38.0
5602,40.0
5603,10.0
5604,3.0
5605,68.0
5606,69.0
5607,15.0
5608,43.0
5609,7.0
5610,52.0
5611,27.0
5612,39.0
5613,75.0
5614,9.0
5615,72.0
5616,110.0
5617,21.0
5618,117.0
5619,30.0
5620,68.0
5621,72.0
5622,46.0
5623,75.0
5624,50.0
5625,153.0
5626,22.0
5627,152.0
5628,32.0
5629,114.0
5630,20.0
5631,60.0
5632,14.0
5633,37.0
5634,57.0
5635,31.0
5636,43.0
5637,39.0
5638,32.0
5639,23.0
5640,30.0
5641,19.0
5642,41.0
5643,13.0
5644,-9.223372036854776e+18
5645,7.0
5646,10.0
5647,35.0
5648,9.0
5649,9.0
5650,40.0
5651,121.0
5652,10.0
5653,18.0
5654,17.0
5655,71.0
5656,30.0
5657,26.0
5658,37.0
5659,14.0
5660,38.0
5661,23.0
5662,51.0
5663,117.0
5664,68.0
5665,92.0
5666,16.0
5667,96.0
5668,35.0
5669,51.0
5670,6.0
5671,94.0
5672,113.0
5673,25.0
5674,204.0
5675,63.0
5676,118.0
5677,23.0
5678,57.0
5679,15.0
5680,-9.223372036854776e+18
5681,48.0
5682,33.0
5683,14.0
5684,89.0
5685,83.0
5686,20.0
5687,136.0
5688,45.0
5689,10.0
5690,15.0
5691,10.0
5692,45.0
5693,225.0
5694,43.0
5695,41.0
5696,27.0
5697,176.0
5698,151.0
5699,-9.223372036854776e+18
5700,36.0
5701,-9.223372036854776e+18
5702,42.0
5703,34.0
5704,34.0
5705,37.0
5706,59.0
5707,89.0
5708,229.0
5709,-9.223372036854776e+18
5710,52.0
5711,57.0
5712,316.0
5713,69.0
5714,127.0
5715,107.0
5716,19.0
5717,98.0
5718,7.0
5719,83.0
5720,10.0
5721,136.0
5722,70.0
5723,17.0
5724,30.0
5725,8.0
5726,21.0
5727,10.0
5728,50.0
5729,88.0
5730,20.0
5731,45.0
5732,104.0
5733,88.0
5734,67.0
5735,81.0
5736,42.0
5737,107.0
5738,24.0
5739,40.0
5740,21.0
5741,30.0
5742,26.0
5743,60.0
